timestamp,cpu_percent,mem_percent,raw_pred,voted_pred,active_sched,switched
1775027730.3727984,8.5,18.9,idle,idle,idle,False
1775027730.422887,7.1,18.9,idle,idle,idle,False
1775027730.4729981,7.0,18.9,idle,idle,idle,False
1775027730.5231135,5.8,18.9,idle,idle,idle,False
1775027730.5731947,5.7,18.9,idle,idle,idle,False
1775027730.6233108,5.7,18.9,idle,idle,idle,False
1775027730.6734107,3.0,18.9,idle,idle,idle,False
1775027730.724104,8.5,18.9,idle,idle,idle,False
1775027730.7741258,8.5,18.9,idle,idle,idle,False
1775027730.8241959,8.7,18.9,idle,idle,idle,False
1775027730.8742802,7.0,18.9,idle,idle,idle,False
1775027730.9244149,7.1,18.9,idle,idle,idle,False
1775027730.974513,4.4,18.9,idle,idle,idle,False
1775027731.0246115,4.3,18.9,idle,idle,idle,False
1775027731.0747166,7.1,18.9,idle,idle,idle,False
1775027731.1248703,10.8,18.9,idle,idle,idle,False
1775027731.1749744,7.2,18.9,idle,idle,idle,False
1775027731.22509,7.1,18.9,idle,idle,idle,False
1775027731.275215,7.1,18.9,idle,idle,idle,False
1775027731.3252976,5.8,18.9,idle,idle,idle,False
1775027731.3754077,9.6,18.9,idle,idle,idle,False
1775027731.4254792,7.0,18.9,idle,idle,idle,False
1775027731.4755676,5.9,18.9,idle,idle,idle,False
1775027731.5256364,7.0,18.9,idle,idle,idle,False
1775027731.575739,5.7,18.9,idle,idle,idle,False
1775027731.6258104,9.7,18.9,idle,idle,idle,False
1775027731.6759005,5.8,18.9,idle,idle,idle,False
1775027731.7259924,7.0,18.9,idle,idle,idle,False
1775027731.7760952,7.1,18.9,idle,idle,idle,False
1775027731.8261435,11.0,18.9,idle,idle,idle,False
1775027731.8763113,4.3,18.9,idle,idle,idle,False
1775027731.9263637,4.3,18.9,idle,idle,idle,False
1775027731.9765713,10.8,18.9,idle,idle,idle,False
1775027732.026635,2.9,18.9,idle,idle,idle,False
1775027732.0767565,4.4,18.9,idle,idle,idle,False
1775027732.126852,5.8,18.9,idle,idle,idle,False
1775027732.177364,8.5,18.9,idle,idle,idle,False
1775027732.227441,9.9,18.9,idle,idle,idle,False
1775027732.2775385,7.0,18.9,idle,idle,idle,False
1775027732.3276575,4.3,18.9,idle,idle,idle,False
1775027732.377714,7.1,18.9,idle,idle,idle,False
1775027732.4278271,8.5,18.9,idle,idle,idle,False
1775027732.4779074,8.3,18.9,idle,idle,idle,False
